date,detrended_turnover,turnover_per_share,total_turnover,total_shares
2/01/2014,1.2222389456408405,0.07269267274020838,3893869.8,53566193.8572
3/01/2014,-0.031109126274963747,0.04729261158172607,2533285.2,53566193.8572
4/01/2014,-0.5045509850817216,0.037508363640447,2008874.1,53558030.9303
5/01/2014,-0.7273312072232072,0.03262160337550892,1749463.5,53628985.67130001
6/01/2014,-0.5380959965606887,0.03614538329524941,1939881.2,53668851.265300006
7/01/2014,-0.48913779594180784,0.03705128178481368,2002611.0999999999,54049711.7382
8/01/2014,-0.6272428759278255,0.033876439709788,1831019.7000000002,54049944.908199996
9/01/2014,-0.6512799015776887,0.03304687280957925,1786275.3,54052778.6182
10/01/2014,-0.2403696791567031,0.04101150078092664,2217539.3,54071157.060200006
11/01/2014,-0.17795499906361825,0.041916703337109916,2267151.9000000004,54087075.54519999
12/01/2014,-0.5133482031337147,0.03477990403221329,1880589.6999999997,54071158.398200005
1/01/2015,-0.42678129275597193,0.03637581620485819,1987437.7999999998,54636239.3302
2/01/2015,0.19097711312374144,0.048514011652852525,2650632.8,54636438.210200004
3/01/2015,-0.3425568944796165,0.03769325870176377,2059425.4,54636438.210200004
4/01/2015,-0.5301858817294124,0.0337561981347148,1845983.0,54685749.640200004
5/01/2015,-0.34308660239650846,0.03671098908089201,2007809.0,54692315.5782
6/01/2015,-0.1236172351213375,0.04089423882252749,2236682.5,54694317.9382
7/01/2015,-0.47532025856218235,0.03368771730080945,1845555.4,54784222.496300004
8/01/2015,-0.016242040644214722,0.042766407438083874,2343009.3,54786208.1563
9/01/2015,-0.21370106808184275,0.038751787565642355,2123063.5,54786208.1563
10/01/2015,-0.23323640501581971,0.038304137225817804,2099395.3,54808578.18630001
11/01/2015,-0.027496097607868086,0.042308228397348165,2315397.6999999997,54726888.5441
12/01/2015,-0.37643617111647665,0.035238832968353624,1928100.1,54715208.69410001
1/01/2016,-0.2841272254071537,0.03697493151962993,2139428.5,57861594.65539999
2/01/2016,0.35537397022854766,0.04973805983447963,2877925.8000000003,57861641.76039999
3/01/2016,-0.3972792408894626,0.03439740170823846,2038752.5999999999,59270540.76039999
4/01/2016,-0.6028691371506905,0.030134865855397514,1865520.5000000002,61905717.7474
5/01/2016,-0.6051850853991095,0.029827611536220298,1846513.1,61906166.9674
6/01/2016,-0.34005014477298706,0.0350520408750478,2177981.1,62135643.0504
7/01/2016,-0.27559379047693117,0.036198796931811966,2271678.0,62755621.527399994
8/01/2016,-0.5153963619608005,0.030720143947399373,1931136.7,62862228.2274
9/01/2016,-0.5803755254234608,0.029030574503316166,1824926.6,62862228.2274
10/01/2016,-0.43280776962304757,0.0316326468751604,1983369.5999999999,62700083.487399995
11/01/2016,-0.0829026581469338,0.038335813624803046,2406339.5999999996,62770015.097399995
12/01/2016,-0.329998657410812,0.03322076165976538,2084736.9000000001,62754036.80839999
1/01/2017,-0.5059840604480347,0.029467694128231275,1903251.1,64587717.373399995
2/01/2017,-0.38880630351788154,0.03165995902345602,2044815.9,64586814.4834
3/01/2017,-0.45486444242035273,0.03016128521402031,1958794.2000000002,64943989.823400006
4/01/2017,-0.38200356734023994,0.03129270775785483,2032787.1,64960409.17039999
5/01/2017,-0.009567761293072935,0.03863637928514243,2466632.0999999996,63842216.73039999
6/01/2017,-0.2761863980296212,0.03296385421503998,2100584.9000000004,63723886.3604
7/01/2017,0.1544839380354636,0.041543706809719694,2659729.6999999997,64022445.3774
8/01/2017,-0.24089369072212846,0.03354883763524023,2148027.6,64026885.91940001
9/01/2017,0.048132925496189444,0.039317659771427316,2517394.9,64027078.78940001
10/01/2017,0.15272482393858638,0.041463436592377494,2658096.0999999996,64106989.6384
11/01/2017,0.46413704853670856,0.04791637449351259,3071815.3,64107840.6384
12/01/2017,-0.16759897281589908,0.035284202173136166,2261807.5999999996,64102557.5384
