date,consumer_sentiment_pca,googletrends_pca,ipo_count,vaex_price,Equity-to-Debt Ratio,detrended_turnover,turnover_per_share,total_turnover,index,Dividend Premium,aexprice,Dividend Premium_norm,detrended_turnover_norm,Equity-to-Debt Ratio_norm,ipo_count_norm,googletrends_pca_norm,consumer_sentiment_pca_norm,PC1,aexpricepct
2000-01-01,4.409212150795861,0.015133788289843308,0.0,21.474530201342283,0.0106560502593805,0.0,0.0914926337489127,2282226.2,154.0,-0.0621700603071752,675.44,-0.14688006569142173,0.6220454711593821,-0.4238231530904584,-0.5387224860246885,0.0,2.1046972151745513,1.1063113187125229,9.381224595553128
2000-02-01,4.265255527263944,0.015133788289843308,0.0,26.85,0.0906741631017736,0.3855509124683881,0.1069146702476482,2666919.2,155.0,-0.0869970381191022,649.59,-0.17624502005087678,1.3489582305896493,0.13664013781139134,-0.5387224860246885,0.0,2.0351010985070404,2.578519392645769,-3.82713490465475
2000-03-01,4.146230839176711,0.015133788289843308,0.0,24.5,1.298316964753279,-0.2782935142628638,0.0908548465703945,2266317.0,156.0,-0.2242097236251944,680.51,-0.33853800141766194,0.09735443855561103,8.595218262250077,-0.5387224860246885,0.0,1.9775583757396051,2.203590205944286,4.759925491463846
2000-04-01,4.215987247761051,0.015133788289843308,0.0,23.46,0.3749592058674208,0.122987634577857,0.0997003871110613,2486978.4,157.0,-0.0289291355510296,650.92,-0.1075632287519952,0.8539247844630993,2.127830944028393,-0.5387224860246885,0.0,2.0112822505501717,2.0636949450735536,-4.348209431161932
2000-05-01,3.987956424597761,0.015133788289843308,0.0,21.96,0.1615309213477284,-0.4909795579247984,0.0849661454713842,2119439.8000000003,158.0,0.0726880674360095,669.84,0.012627982214341658,-0.3036411080527228,0.63293542019807,-0.5387224860246885,0.0,1.9010402944435654,0.17530200628113637,2.906655195722996
2000-06-01,4.069304270248372,0.015133788289843308,0.0,18.24,0.0865540155442599,-0.9992641902279144,0.0708033960644103,1766156.8,159.0,-0.1728541364891364,677.92,-0.2777954300190246,-1.2619544531774105,0.10778177840926915,-0.5387224860246885,0.0,1.9403680726148516,-1.3023711377204403,1.2062582109160225
2000-07-01,3.896882115822914,0.015133788289843308,0.0,17.5,0.630997293715989,-0.1285508651508303,0.0877891596821158,2190093.9000000004,160.0,-0.1116454077621068,668.01,-0.20539871950978117,0.3796773140833697,3.921174278611511,-0.5387224860246885,0.0,1.8570102382822253,1.3357807992800623,-1.4618244040594752
2000-08-01,3.8035418182581457,0.015133788289843308,0.0,17.37,0.0,0.0483334974732449,0.0914649426416638,2281794.4000000004,161.0,-0.1801424042101584,666.75,-0.2864158771233228,0.7131728291424164,-0.49846031690549664,-0.5387224860246885,0.0,1.811884685322465,1.088590292416098,-0.18861993083936213
2000-09-01,3.687627205656064,0.015133788289843308,0.0,20.0,0.1359532349543628,0.2752551132171585,0.0966915127395849,2412182.7,162.0,-0.0291255956937952,695.18,-0.10779559868318321,1.1410079412906924,0.4537840533329623,-0.5387224860246885,0.0,1.7558455347492008,1.846735695799054,4.26396700412448
2000-10-01,3.9200759308661,0.015133788289843308,0.0,20.97,0.0347465106266469,1.1079822521935192,0.1158082383017644,2888841.6,163.0,0.1144667829940172,670.17,0.0620431822782083,2.7110210390950167,-0.2550886226551751,-0.5387224860246885,0.0,1.8682233344087287,3.805007572541718,-3.5976293909491086
2000-11-01,3.707224675706767,0.015133788289843308,0.0,22.88,0.1826783622308816,1.423333775864418,0.1249619363269112,3117181.0,164.0,0.2590719930145516,687.14,0.23307992402582642,3.3055807686896066,0.7810564379340076,-0.5387224860246885,0.0,1.7653199707186884,4.848523358697533,2.532193324081944
2000-12-01,3.914637538490743,0.015133788289843308,0.0,21.55,0.0011508238937257,1.115281445445213,0.1208286741647911,3014124.2,165.0,0.2386495319728086,660.33,0.20892456202641183,2.724782844699973,-0.4903997100776851,-0.5387224860246885,0.0,1.8655941327717849,3.94097129311522,-3.9016794248624698
2001-01-01,3.2546161850237216,0.015133788289843308,0.0,18.06,0.1383190715460171,1.883994299116154,0.1393429217367369,3721874.8,166.0,0.0582162398158014,629.86,-0.0044890652484855225,4.174104227689242,0.47035485855185405,-0.5387224860246885,0.0,1.5465054934862505,6.274160831154012,-4.614359486923214
