"Date","Price","Open","High","Low","Vol.","Change %"
"02/22/2004","19.04","18.85","20.38","18.85","","3.87%"
"02/15/2004","18.33","18.26","18.81","18.26","","-2.96%"
"02/08/2004","18.89","20.32","20.32","18.16","","-9.83%"
"02/01/2004","20.95","21.90","22.66","20.95","","-2.29%"
"01/25/2004","21.44","19.64","21.74","19.64","","13.50%"
"01/18/2004","18.89","19.75","20.33","18.89","","1.50%"
"01/11/2004","18.61","22.10","22.10","18.61","","-9.97%"
"01/04/2004","20.67","22.48","22.48","19.72","","-3.95%"
"12/28/2003","21.52","22.11","22.11","21.52","","-2.45%"
"12/21/2003","22.06","22.58","22.58","22.06","","-2.56%"
"12/14/2003","22.64","25.97","26.09","22.64","","-9.26%"
"12/07/2003","24.95","26.25","26.45","24.95","","-2.42%"
"11/30/2003","25.57","25.18","25.57","24.46","","1.15%"
"11/23/2003","25.28","26.82","26.82","24.66","","-11.76%"
"11/16/2003","28.65","28.28","30.19","28.28","","14.37%"
"11/09/2003","25.05","26.35","27.09","25.05","","-0.71%"
"11/02/2003","25.23","24.18","25.23","24.18","","3.91%"
"10/26/2003","24.28","26.50","26.50","24.28","","-9.30%"
"10/19/2003","26.77","26.38","27.68","25.64","","2.88%"
"10/12/2003","26.02","28.05","28.05","26.02","","-7.37%"
"10/05/2003","28.09","30.98","31.54","28.09","","-4.91%"
"09/28/2003","29.54","32.54","34.41","29.54","","-9.19%"
"09/21/2003","32.53","29.46","32.53","29.46","","27.12%"
"09/14/2003","25.59","28.59","28.59","25.48","","-12.45%"
"09/07/2003","29.23","27.96","29.94","27.96","","3.76%"
"08/31/2003","28.17","26.61","28.31","26.61","","6.79%"
"08/24/2003","26.38","26.32","27.18","26.31","","8.43%"
"08/17/2003","24.33","25.44","25.44","24.33","","-6.31%"
"08/10/2003","25.97","27.12","27.37","25.97","","-2.44%"
"08/03/2003","26.62","28.41","30.15","26.62","","-0.41%"
"07/27/2003","26.73","27.70","28.23","26.28","","-2.87%"
"07/20/2003","27.52","31.60","31.60","27.52","","-7.96%"
"07/13/2003","29.90","31.12","31.91","29.90","","-3.95%"
"07/06/2003","31.13","31.32","32.02","31.13","","-0.73%"
"06/29/2003","31.36","33.10","34.52","31.36","","0.74%"
"06/22/2003","31.13","33.56","34.35","31.13","","0.42%"
"06/15/2003","31.00","33.08","33.92","31.00","","-5.72%"
"06/08/2003","32.88","33.52","33.52","32.46","","3.62%"
"06/01/2003","31.73","33.02","33.91","31.73","","-2.43%"
"05/25/2003","32.52","35.61","35.61","32.52","","-7.46%"
"05/18/2003","35.14","35.20","38.71","35.14","","13.46%"
"05/11/2003","30.97","35.91","35.91","30.97","","-15.66%"
"05/04/2003","36.72","37.65","37.80","36.34","","-2.78%"
"04/27/2003","37.77","38.05","38.05","37.55","","-4.16%"
"04/20/2003","39.41","39.36","40.12","38.34","","1.26%"
"04/13/2003","38.92","41.81","41.81","38.92","","-9.36%"
"04/06/2003","42.94","48.77","48.82","42.94","","-16.83%"
"03/30/2003","51.63","56.13","56.13","50.98","","0.43%"
"03/23/2003","51.41","58.26","58.44","51.41","","-1.34%"
"03/16/2003","52.11","64.45","64.45","52.11","","-9.84%"
"03/09/2003","57.80","46.57","57.80","46.57","","33.46%"
"03/02/2003","43.31","45.40","46.23","43.31","","-4.73%"
"02/23/2003","45.46","45.19","48.28","45.19","","8.99%"
"02/16/2003","41.71","41.90","42.84","40.95","","-3.52%"
"02/09/2003","43.23","46.16","46.16","43.22","","-5.82%"
"02/02/2003","45.90","43.00","46.96","43.00","","3.52%"
"01/26/2003","44.34","46.69","48.28","44.34","","4.30%"
"01/19/2003","42.51","39.48","43.84","39.48","","19.31%"
"01/12/2003","35.63","36.32","36.32","34.91","","0.28%"
"01/05/2003","35.53","40.62","40.62","35.53","","-11.44%"
"12/29/2002","40.12","44.92","44.92","40.12","","-7.45%"
"12/22/2002","43.35","42.27","43.35","40.99","","-2.91%"
"12/15/2002","44.65","42.71","47.05","42.71","","-4.39%"
"12/08/2002","46.70","46.09","46.70","42.80","","8.03%"
"12/01/2002","43.23","37.20","43.23","37.20","","20.99%"
"11/24/2002","35.73","37.32","37.73","35.73","","-2.75%"
"11/17/2002","36.74","42.63","42.63","36.74","","-13.53%"
"11/10/2002","42.49","50.25","50.25","42.49","","-15.38%"
"11/03/2002","50.21","43.71","50.21","43.15","","10.35%"
"10/27/2002","45.50","49.51","51.46","45.50","","-11.10%"
"10/20/2002","51.18","53.97","53.97","51.18","","-2.25%"
"10/13/2002","52.36","55.96","55.96","51.96","","-7.00%"
"10/06/2002","56.30","64.15","64.15","56.30","","-8.75%"
"09/29/2002","61.70","58.38","63.41","58.38","","15.13%"
"09/22/2002","53.59","58.39","60.16","53.57","","-0.70%"
"09/15/2002","53.97","53.33","55.81","53.33","","-1.15%"
"09/08/2002","54.60","52.57","54.60","47.44","","6.06%"
"09/01/2002","51.48","49.07","55.11","49.07","","10.07%"
"08/25/2002","46.77","43.09","49.33","41.99","","12.83%"
"08/18/2002","41.45","42.89","43.92","41.32","","-7.85%"
"08/11/2002","44.98","63.35","63.35","44.98","","-29.55%"
"08/04/2002","63.85","53.21","65.67","53.21","","22.88%"
"07/28/2002","51.96","49.91","52.00","49.34","","-5.65%"
"07/21/2002","55.07","56.90","65.61","55.07","","1.68%"
"07/14/2002","54.16","52.61","54.45","51.82","","8.71%"
"07/07/2002","49.82","36.78","49.82","36.78","","38.16%"
"06/30/2002","36.06","35.41","40.13","35.41","","4.22%"
"06/23/2002","34.60","36.35","39.24","34.60","","0.79%"
"06/16/2002","34.33","31.51","34.89","31.10","","-4.16%"
"06/09/2002","35.82","28.35","35.82","26.80","","25.60%"
"06/02/2002","28.52","23.07","28.52","23.07","","28.58%"
"05/26/2002","22.18","21.77","23.04","21.73","","3.64%"
"05/19/2002","21.40","20.29","22.76","20.29","","12.34%"
"05/12/2002","19.05","19.73","19.87","18.88","","-2.76%"
"05/05/2002","19.59","20.94","21.85","18.57","","-7.02%"
"04/28/2002","21.07","20.66","21.07","20.36","","2.63%"
"04/21/2002","20.53","19.09","20.53","19.00","","8.85%"
"04/14/2002","18.86","20.62","20.62","18.86","","-8.67%"
"04/07/2002","20.65","21.34","21.34","20.49","","4.98%"
"03/31/2002","19.67","18.99","19.67","18.83","","11.32%"
"03/24/2002","17.67","19.53","19.53","17.67","","-9.06%"
"03/17/2002","19.43","21.24","21.24","19.43","","-9.33%"
"03/10/2002","21.43","23.80","23.94","21.43","","-9.58%"
"03/03/2002","23.70","23.55","24.79","23.55","","2.20%"
"02/24/2002","23.19","26.17","26.17","23.19","","-13.11%"
"02/17/2002","26.69","23.63","26.69","23.63","","16.96%"
"02/10/2002","22.82","24.13","24.13","22.82","","-6.13%"
"02/03/2002","24.31","22.81","26.11","22.81","","8.77%"
"01/27/2002","22.35","22.04","23.43","22.04","","1.87%"
"01/20/2002","21.94","25.23","25.23","21.94","","-11.75%"
"01/13/2002","24.86","26.89","26.89","24.86","","-3.46%"
"01/06/2002","25.75","26.85","26.85","25.75","","-1.23%"
"12/30/2001","26.07","27.70","27.70","26.07","","-0.31%"
"12/23/2001","26.15","27.46","27.46","26.15","","-7.47%"
"12/16/2001","28.26","29.17","29.45","28.26","","-8.51%"
"12/09/2001","30.89","28.98","31.23","28.98","","12.12%"
"12/02/2001","27.55","30.94","30.94","27.55","","-7.86%"
"11/25/2001","29.90","28.06","30.37","28.06","","6.03%"
"11/18/2001","28.20","29.52","30.71","28.20","","-7.18%"
"11/11/2001","30.38","37.04","37.04","30.38","","-9.53%"
"11/04/2001","33.58","36.44","36.44","33.20","","-10.83%"
"10/28/2001","37.66","38.29","40.34","37.66","","0.08%"
"10/21/2001","37.63","43.34","43.34","37.63","","-17.00%"
"10/14/2001","45.34","46.25","46.25","43.01","","8.44%"
"10/07/2001","41.81","45.74","45.74","41.50","","-3.55%"
"09/30/2001","43.35","45.09","45.09","43.18","","4.38%"
"09/23/2001","41.53","46.76","46.76","41.53","","-22.85%"
"09/16/2001","53.83","50.28","53.83","46.27","","0.71%"
"09/09/2001","53.45","34.89","53.45","34.89","","62.76%"
"09/02/2001","32.84","25.59","32.84","24.92","","35.76%"
"08/26/2001","24.19","21.00","24.19","21.00","","18.29%"
"08/19/2001","20.45","22.83","22.83","20.45","","-7.26%"
"08/12/2001","22.05","19.60","22.05","18.88","","16.05%"
"08/05/2001","19.00","20.66","20.68","19.00","","-6.86%"
"07/29/2001","20.40","20.96","20.96","19.97","","-5.03%"
"07/22/2001","21.48","22.45","23.31","21.48","","-5.67%"
"07/15/2001","22.77","22.13","24.62","22.13","","4.21%"
"07/08/2001","21.85","21.02","22.10","20.92","","8.22%"
"07/01/2001","20.19","18.55","20.19","18.55","","6.66%"
"06/24/2001","18.93","19.78","20.69","18.93","","-3.32%"
"06/17/2001","19.58","21.64","21.64","19.58","","-8.89%"
"06/10/2001","21.49","18.74","21.49","18.74","","14.86%"
"06/03/2001","18.71","19.34","19.34","18.71","","-5.03%"
"05/27/2001","19.70","19.60","20.30","19.60","","1.29%"
"05/20/2001","19.45","20.09","20.09","19.45","","-2.21%"
"05/13/2001","19.89","20.88","20.98","19.89","","-2.79%"
"05/06/2001","20.46","21.54","21.91","20.46","","-6.28%"
"04/29/2001","21.83","20.75","21.83","20.49","","8.28%"
"04/22/2001","20.16","25.26","25.26","20.16","","-17.07%"
"04/15/2001","24.31","26.02","26.02","24.31","","-0.25%"
"04/08/2001","24.37","27.52","27.52","24.37","","-12.65%"
"04/01/2001","27.90","27.45","29.72","27.45","","4.14%"
"03/25/2001","26.79","27.07","27.92","26.15","","-8.50%"
"03/18/2001","29.28","25.83","30.95","24.81","","15.59%"
"03/11/2001","25.33","21.71","25.33","21.71","","30.90%"
"03/04/2001","19.35","20.56","20.56","19.05","","-7.64%"
"02/25/2001","20.95","21.37","21.37","20.24","","-0.76%"
"02/18/2001","21.11","17.93","21.11","17.93","","22.52%"
"02/11/2001","17.23","16.73","17.23","16.30","","4.17%"
"02/04/2001","16.54","16.99","17.56","16.54","","-2.19%"
"01/28/2001","16.91","17.69","18.06","16.91","","-5.43%"
"01/21/2001","17.88","18.83","18.98","17.88","","-3.92%"
"01/14/2001","18.61","18.00","19.04","17.92","","2.59%"
"01/07/2001","18.14","21.45","21.45","18.14","","-14.47%"
"12/31/2000","21.21","22.38","22.90","21.21","","-1.58%"
"12/24/2000","21.55","23.16","23.16","21.55","","-9.64%"
"12/17/2000","23.85","22.16","25.15","21.96","","0.85%"
"12/10/2000","23.65","20.59","23.65","20.03","","12.24%"
"12/03/2000","21.07","23.19","23.19","21.07","","-4.18%"
"11/26/2000","21.99","21.31","22.88","21.31","","2.57%"
"11/19/2000","21.44","20.85","22.62","20.56","","12.90%"
"11/12/2000","18.99","22.38","22.38","18.99","","-3.31%"
"11/05/2000","19.64","18.92","19.64","18.92","","-0.61%"
"10/29/2000","19.76","21.75","21.75","19.76","","-10.51%"
"10/22/2000","22.08","23.30","23.30","22.08","","-4.91%"
"10/15/2000","23.22","25.04","27.79","23.22","","-1.44%"
"10/08/2000","23.56","21.02","23.88","20.96","","23.93%"
"10/01/2000","19.01","19.99","19.99","19.01","","-4.95%"
"09/24/2000","20.00","20.88","21.75","20.00","","-11.47%"
"09/17/2000","22.59","17.97","22.59","17.97","","30.88%"
"09/10/2000","17.26","18.16","18.97","17.26","","-9.06%"
"09/03/2000","18.98","17.60","18.98","17.60","","12.77%"
"08/27/2000","16.83","17.67","17.91","16.83","","-2.83%"
"08/20/2000","17.32","16.45","17.32","16.45","","10.60%"
"08/13/2000","15.66","15.53","16.38","15.53","","5.38%"
"08/06/2000","14.86","16.75","16.75","14.86","","-12.23%"
"07/30/2000","16.93","17.50","17.68","16.62","","-0.53%"
"07/23/2000","17.02","16.37","17.02","15.49","","2.47%"
"07/16/2000","16.61","16.77","16.93","16.56","","2.15%"
"07/09/2000","16.26","17.95","17.95","16.26","","-8.86%"
"07/02/2000","17.84","18.50","18.78","17.84","","-2.19%"
"06/25/2000","18.24","18.55","18.86","18.24","","-0.60%"
"06/18/2000","18.35","19.02","19.02","18.22","","-1.71%"
"06/11/2000","18.67","20.19","20.19","18.67","","-10.24%"
"06/04/2000","20.80","21.98","22.21","20.80","","-1.09%"
"05/28/2000","21.03","22.83","22.83","21.03","","-11.23%"
"05/21/2000","23.69","24.94","24.94","23.69","","3.54%"
"05/14/2000","22.88","22.84","22.89","21.87","","4.24%"
"05/07/2000","21.95","24.35","24.98","21.95","","-8.88%"
"04/30/2000","24.09","23.67","24.87","23.67","","2.69%"
"04/23/2000","23.46","24.04","24.69","23.18","","-0.68%"
"04/16/2000","23.62","29.30","29.30","23.62","","-11.37%"
"04/09/2000","26.65","25.89","26.65","25.58","","0.83%"
"04/02/2000","26.43","25.68","29.74","25.48","","7.88%"
"03/26/2000","24.50","23.26","24.95","22.51","","5.92%"
"03/19/2000","23.13","26.59","26.59","23.13","","-17.60%"
"03/12/2000","28.07","29.16","30.80","28.07","","5.37%"
"03/05/2000","26.64","25.80","28.48","25.79","","6.52%"
"02/27/2000","25.01","27.81","27.81","25.01","","-3.99%"
"02/20/2000","26.05","27.86","27.88","26.05","","0.12%"
"02/13/2000","26.02","27.53","27.62","26.02","","-1.48%"
"02/06/2000","26.41","25.93","26.41","25.41","","3.69%"
"01/30/2000","25.47","26.84","26.84","25.47","","3.12%"
"01/23/2000","24.70","24.00","24.98","24.00","","2.66%"
"01/16/2000","24.06","24.37","25.34","24.06","","-2.31%"
"01/09/2000","24.63","25.44","26.62","24.63","","-4.13%"
