"Date","Price","Open","High","Low","Vol.","Change %"
"08/19/2012","17.83","16.91","18.78","15.93","","15.03%"
"08/12/2012","15.50","15.06","17.50","15.06","","2.92%"
"08/05/2012","15.06","18.14","19.07","15.04","","-16.98%"
"07/29/2012","18.14","20.05","21.81","11.22","","-9.53%"
"07/22/2012","20.05","18.43","23.44","18.43","","8.79%"
"07/15/2012","18.43","16.83","18.50","15.99","","9.51%"
"07/08/2012","16.83","19.72","21.03","16.66","","-14.66%"
"07/01/2012","19.72","19.30","20.24","17.97","","2.18%"
"06/24/2012","19.30","20.17","23.06","19.07","","-4.31%"
"06/17/2012","20.17","28.59","28.59","19.23","","-29.45%"
"06/10/2012","28.59","24.97","29.46","22.99","","14.50%"
"06/03/2012","24.97","32.61","32.62","23.75","","-18.08%"
"05/27/2012","30.48","24.82","33.31","24.67","","22.80%"
"05/20/2012","24.82","29.10","29.10","24.09","","-9.25%"
"05/13/2012","27.35","22.75","31.33","22.75","","20.22%"
"05/06/2012","22.75","24.08","27.55","22.57","","-5.52%"
"04/29/2012","24.08","21.01","24.16","20.48","","14.61%"
"04/22/2012","21.01","21.64","25.45","18.59","","-2.91%"
"04/15/2012","21.64","24.47","25.79","21.54","","-11.57%"
"04/08/2012","24.47","23.18","26.13","22.62","","16.69%"
"04/01/2012","20.97","18.41","22.94","17.03","","13.91%"
"03/25/2012","18.41","17.11","20.79","16.07","","7.60%"
"03/18/2012","17.11","15.75","18.27","14.93","","15.45%"
"03/11/2012","14.82","16.82","18.31","13.76","","-9.58%"
"03/04/2012","16.39","18.66","22.96","16.23","","-6.98%"
"02/26/2012","17.62","19.11","20.14","17.34","","-3.24%"
"02/19/2012","18.21","20.09","21.64","18.19","","-8.54%"
"02/12/2012","19.91","22.74","49.97","19.41","","-9.62%"
"02/05/2012","22.03","19.73","22.93","19.58","","16.68%"
"01/29/2012","18.88","21.03","21.91","18.59","","-2.83%"
"01/22/2012","19.43","20.96","21.44","19.07","","-3.04%"
"01/15/2012","20.04","24.06","24.08","19.89","","-11.09%"
"01/08/2012","22.54","24.42","24.67","21.00","","-5.81%"
"01/01/2012","23.93","25.96","25.98","23.35","","-4.24%"
"12/25/2011","24.99","23.02","26.03","22.49","","15.16%"
"12/18/2011","21.70","26.71","26.73","21.39","","-12.78%"
"12/11/2011","24.88","26.80","32.21","12.43","","-5.47%"
"12/04/2011","26.32","28.45","31.51","25.64","","-6.57%"
"11/27/2011","28.17","33.17","33.73","27.12","","-15.13%"
"11/20/2011","33.19","33.52","35.56","31.74","","3.95%"
"11/13/2011","31.93","33.14","35.73","31.05","","-2.35%"
"11/06/2011","32.70","34.93","39.24","30.41","","-2.88%"
"10/30/2011","33.67","26.74","38.25","26.74","","30.96%"
"10/23/2011","25.71","34.41","34.51","24.00","","-21.13%"
"10/16/2011","32.60","28.47","36.89","26.63","","14.83%"
"10/09/2011","28.39","34.49","34.84","25.84","","-16.62%"
"10/02/2011","34.05","42.36","44.39","32.81","","-11.21%"
"09/25/2011","38.35","43.09","43.40","36.45","","-5.47%"
"09/18/2011","40.57","36.66","42.92","34.02","","20.49%"
"09/11/2011","33.67","43.60","47.50","31.92","","-18.45%"
"09/04/2011","41.29","40.05","41.36","35.18","","23.62%"
"08/28/2011","33.40","33.94","33.94","30.33","","-11.17%"
"08/21/2011","37.60","41.08","41.08","36.91","","-12.46%"
"08/14/2011","42.95","37.04","42.95","31.06","","7.78%"
"08/07/2011","39.85","41.19","47.25","39.85","","12.70%"
"07/31/2011","35.36","21.18","91.11","19.29","","80.13%"
"07/24/2011","19.63","18.68","22.41","17.49","","18.04%"
"07/17/2011","16.63","21.98","23.63","15.90","","-19.66%"
"07/10/2011","20.70","15.31","23.35","15.23","","47.33%"
"07/03/2011","14.05","15.56","21.23","12.82","","-2.97%"
"06/26/2011","14.48","20.94","21.16","14.20","","-27.45%"
"06/19/2011","19.96","20.71","21.52","17.49","","6.45%"
"06/12/2011","18.75","19.01","20.53","16.34","","1.41%"
"06/05/2011","18.49","18.68","19.34","16.44","","4.46%"
"05/29/2011","17.70","17.73","19.15","15.51","","8.72%"
"05/22/2011","16.28","19.39","20.39","16.27","","-6.17%"
"05/15/2011","17.35","18.05","19.49","15.39","","-0.06%"
"05/08/2011","17.36","17.02","18.17","15.19","","9.05%"
"05/01/2011","15.92","15.58","18.93","14.89","","7.57%"
"04/24/2011","14.80","16.53","16.56","13.99","","1.37%"
"04/17/2011","14.60","15.35","18.59","14.28","","5.04%"
"04/10/2011","13.90","14.00","17.04","13.29","","9.79%"
"04/03/2011","12.66","15.74","15.84","11.86","","-16.33%"
"03/27/2011","15.13","17.02","17.23","15.00","","-5.02%"
"03/20/2011","15.93","21.48","21.50","15.87","","-25.63%"
"03/13/2011","21.42","20.72","28.88","19.30","","10.13%"
"03/06/2011","19.45","19.07","19.92","17.36","","10.01%"
"02/27/2011","17.68","18.70","20.10","16.70","","-1.06%"
"02/20/2011","17.87","16.69","20.59","15.75","","13.10%"
"02/13/2011","15.80","16.07","16.80","15.37","","0.45%"
"02/06/2011","15.73","17.15","17.15","15.39","","-7.36%"
"01/30/2011","16.98","18.03","18.87","16.75","","2.29%"
"01/23/2011","16.60","17.06","17.44","8.65","","2.60%"
"01/16/2011","16.18","16.56","18.19","15.17","","3.39%"
"01/09/2011","15.65","19.27","20.02","15.64","","-14.57%"
"01/02/2011","18.32","19.47","19.92","17.51","","-2.08%"
"12/26/2010","18.71","16.99","18.71","15.23","","17.16%"
"12/19/2010","15.97","15.73","16.35","14.39","","8.49%"
"12/12/2010","14.72","16.36","16.62","14.43","","-3.85%"
"12/05/2010","15.31","20.32","20.93","15.26","","-23.07%"
"11/28/2010","19.90","22.64","26.61","19.67","","-10.40%"
"11/21/2010","22.21","18.07","22.60","17.48","","23.53%"
"11/14/2010","17.98","20.59","21.83","17.97","","-8.87%"
"11/07/2010","19.73","19.54","20.96","17.75","","5.06%"
"10/31/2010","18.78","20.93","21.99","18.46","","-7.53%"
"10/24/2010","20.31","19.52","21.16","19.48","","8.09%"
"10/17/2010","18.79","19.50","19.66","18.43","","3.36%"
"10/10/2010","18.18","19.21","19.21","17.13","","3.18%"
"10/03/2010","17.62","24.27","25.43","17.55","","-25.34%"
"09/26/2010","23.60","22.24","24.08","21.93","","9.51%"
"09/19/2010","21.55","22.94","24.93","21.48","","-3.49%"
"09/12/2010","22.33","22.05","23.33","21.42","","2.01%"
"09/05/2010","21.89","22.75","24.31","21.41","","-2.28%"
"08/29/2010","22.40","27.01","28.59","22.00","","-13.91%"
"08/22/2010","26.02","28.58","30.22","25.89","","-4.51%"
"08/15/2010","27.25","28.39","28.88","24.81","","2.25%"
"08/08/2010","26.65","26.25","28.28","25.32","","2.74%"
"08/01/2010","25.94","26.08","26.27","23.55","","2.29%"
"07/25/2010","25.36","25.42","27.08","23.89","","4.19%"
"07/18/2010","24.34","27.29","27.34","23.59","","-0.16%"
"07/11/2010","24.38","22.57","25.67","20.83","","10.27%"
"07/04/2010","22.11","31.00","31.01","17.14","","-26.28%"
"06/27/2010","29.99","29.80","33.87","24.48","","2.85%"
"06/20/2010","29.16","22.93","29.55","22.63","","21.00%"
"06/13/2010","24.10","27.17","27.33","23.89","","-11.10%"
"06/06/2010","27.11","34.96","37.61","26.10","","-16.20%"
"05/30/2010","32.35","31.41","35.14","27.16","","6.38%"
"05/23/2010","30.41","40.47","42.10","29.57","","-26.28%"
"05/16/2010","41.25","35.95","46.63","29.82","","20.23%"
"05/09/2010","34.31","39.01","39.01","25.49","","-8.94%"
"05/02/2010","37.68","24.68","41.43","21.17","","59.12%"
"04/25/2010","23.68","19.30","27.11","19.02","","22.63%"
"04/18/2010","19.31","20.29","21.24","17.98","","3.93%"
"04/11/2010","18.58","17.66","19.23","2.22","","12.61%"
"04/04/2010","16.50","19.21","20.00","16.50","","-10.23%"
"03/28/2010","18.38","19.53","20.22","15.74","","-2.08%"
"03/21/2010","18.77","20.26","20.99","18.34","","0.21%"
"03/14/2010","18.73","20.18","22.42","18.66","","2.97%"
"03/07/2010","18.19","20.05","20.95","18.18","","-8.73%"
"02/28/2010","19.93","21.77","22.57","18.71","","-8.41%"
"02/21/2010","21.76","23.07","24.11","13.90","","-3.25%"
"02/14/2010","22.49","26.58","26.78","9.11","","-17.95%"
"02/07/2010","27.41","28.68","30.85","24.80","","-6.26%"
"01/31/2010","29.24","26.37","30.63","21.85","","17.62%"
"01/24/2010","24.86","26.60","27.15","21.75","","0.24%"
"01/17/2010","24.80","21.58","26.46","20.04","","23.57%"
"01/10/2010","20.07","19.81","40.32","19.24","","8.43%"
"01/03/2010","18.51","25.29","25.74","18.27","","-23.39%"
"12/27/2009","24.16","24.24","24.40","22.77","","3.56%"
"12/20/2009","23.33","25.36","25.46","18.53","","-6.15%"
"12/13/2009","24.86","25.92","26.28","23.57","","-2.13%"
"12/06/2009","25.40","26.87","30.11","23.79","","-1.44%"
"11/29/2009","25.77","30.12","32.42","22.30","","-12.56%"
"11/22/2009","29.47","27.18","34.02","17.61","","7.75%"
"11/15/2009","27.35","26.44","27.92","24.95","","6.84%"
"11/08/2009","25.60","28.45","34.05","17.38","","-10.14%"
"11/01/2009","28.49","31.65","33.48","26.49","","-8.13%"
"10/25/2009","31.01","25.99","31.01","25.57","","22.91%"
"10/18/2009","25.23","25.64","28.12","23.01","","2.44%"
"10/11/2009","24.63","25.06","26.92","18.18","","-1.04%"
"10/04/2009","24.89","31.18","34.26","23.73","","-17.39%"
"09/27/2009","30.13","29.10","31.79","18.58","","9.60%"
"09/20/2009","27.49","26.50","29.86","24.62","","7.76%"
"09/13/2009","25.51","28.08","28.41","25.48","","-2.60%"
"09/06/2009","26.19","28.65","29.44","24.62","","-9.28%"
"08/30/2009","28.87","30.10","33.57","17.29","","2.41%"
"08/23/2009","28.19","28.25","29.58","27.90","","1.44%"
"08/16/2009","27.79","28.80","33.16","27.06","","2.39%"
"08/09/2009","27.14","28.58","35.95","25.88","","-1.02%"
"08/02/2009","27.42","30.09","31.32","27.32","","-5.68%"
"07/26/2009","29.07","27.77","29.07","24.32","","6.56%"
"07/19/2009","27.28","27.01","29.54","26.74","","3.45%"
"07/12/2009","26.37","32.81","33.75","26.05","","-21.59%"
"07/05/2009","33.63","33.88","37.87","30.00","","6.05%"
"06/28/2009","31.71","33.27","33.40","29.44","","-0.91%"
"06/21/2009","32.00","32.86","36.00","30.65","","4.37%"
"06/14/2009","30.66","30.37","36.83","30.36","","5.22%"
"06/07/2009","29.14","33.55","35.48","28.02","","-10.23%"
"05/31/2009","32.46","33.39","37.33","31.01","","-5.50%"
"05/24/2009","34.35","33.67","36.57","32.86","","4.89%"
"05/17/2009","32.75","36.27","36.52","31.78","","-3.19%"
"05/10/2009","33.83","38.03","41.60","33.69","","-7.59%"
"05/03/2009","36.61","38.26","38.85","34.94","","-1.11%"
"04/26/2009","37.02","40.91","41.58","34.62","","-1.83%"
"04/19/2009","37.71","38.37","43.24","37.57","","2.03%"
"04/12/2009","36.96","41.18","42.79","36.38","","-3.70%"
"04/05/2009","38.38","41.58","43.90","37.72","","-6.46%"
"03/29/2009","41.03","44.45","46.71","39.20","","-2.12%"
"03/22/2009","41.92","44.98","45.10","40.70","","-6.01%"
"03/15/2009","44.60","43.69","45.72","42.95","","4.69%"
"03/08/2009","42.60","53.44","57.00","41.98","","-19.83%"
"03/01/2009","53.14","50.62","54.52","38.08","","12.56%"
"02/22/2009","47.21","52.01","58.07","44.15","","-9.37%"
"02/15/2009","52.09","46.81","53.47","46.05","","16.56%"
"02/08/2009","44.69","46.44","50.04","44.16","","0.00%"
"02/01/2009","44.69","53.32","53.64","39.42","","-8.93%"
"01/25/2009","49.07","55.30","55.85","45.47","","-8.84%"
"01/18/2009","53.83","50.95","61.48","49.98","","6.57%"
"01/11/2009","50.51","44.08","60.61","42.93","","22.60%"
"01/04/2009","41.20","44.76","45.91","39.97","","-6.93%"
"12/28/2008","44.27","47.66","48.11","44.23","","2.55%"
"12/21/2008","43.17","47.09","47.27","41.84","","-4.89%"
"12/14/2008","45.39","55.21","56.79","44.18","","-17.32%"
"12/07/2008","54.90","56.49","59.69","49.10","","-9.21%"
"11/30/2008","60.47","55.84","63.91","15.31","","10.71%"
"11/23/2008","54.62","73.17","74.24","53.41","","-26.52%"
"11/16/2008","74.33","64.32","77.07","62.05","","17.07%"
"11/09/2008","63.49","55.90","69.62","52.08","","10.30%"
"11/02/2008","57.56","61.47","61.47","47.62","","-6.30%"
"10/26/2008","61.43","79.95","82.73","61.35","","-23.52%"
"10/19/2008","80.32","77.54","81.53","60.46","","-1.11%"
"10/12/2008","81.22","76.61","84.75","56.70","","7.79%"
"10/05/2008","75.35","51.72","77.97","18.74","","64.70%"
"09/28/2008","45.75","39.96","48.26","34.23","","22.16%"
"09/21/2008","37.45","33.99","38.03","31.41","","8.71%"
"09/14/2008","34.45","30.90","39.01","30.48","","25.46%"
"09/07/2008","27.46","26.36","29.21","25.32","","-0.25%"
"08/31/2008","27.53","22.78","27.95","21.68","","27.93%"
"08/24/2008","21.52","23.32","24.65","19.58","","-3.19%"
"08/17/2008","22.23","24.00","25.34","21.44","","-3.05%"
"08/10/2008","22.93","24.77","26.85","22.91","","-3.53%"
"08/03/2008","23.77","26.75","33.61","19.47","","-9.27%"
"07/27/2008","26.20","27.08","28.46","23.41","","-0.30%"
"07/20/2008","26.28","28.09","29.14","25.23","","-3.63%"
"07/13/2008","27.27","29.86","33.06","27.20","","-10.41%"
"07/06/2008","30.44","27.58","31.07","26.28","","10.65%"
"06/29/2008","27.51","25.30","27.98","22.14","","12.01%"
"06/22/2008","24.56","24.50","26.19","19.52","","3.37%"
"06/15/2008","23.76","22.65","24.93","21.07","","8.34%"
"06/08/2008","21.93","23.48","25.03","21.82","","-1.62%"
"06/01/2008","22.29","19.63","22.72","19.36","","17.07%"
"05/25/2008","19.04","20.52","21.30","11.14","","-4.32%"
"05/18/2008","19.90","17.71","19.91","16.85","","13.07%"
"05/11/2008","17.60","19.17","21.17","17.00","","-8.86%"
"05/04/2008","19.31","19.45","20.55","18.26","","3.48%"
"04/27/2008","18.66","20.89","20.98","18.24","","-9.20%"
"04/20/2008","20.55","21.43","22.57","19.74","","0.44%"
"04/13/2008","20.46","24.95","25.00","19.73","","-12.64%"
"04/06/2008","23.42","23.39","24.36","21.42","","1.52%"
"03/30/2008","23.07","26.84","27.94","22.53","","-9.14%"
"03/23/2008","25.39","28.20","29.33","23.62","","-14.66%"
"03/16/2008","29.75","35.06","37.36","26.62","","-4.09%"
"03/09/2008","31.02","32.04","32.39","27.67","","0.36%"
"03/02/2008","30.91","30.58","31.85","28.92","","8.19%"
"02/24/2008","28.57","27.54","28.77","25.40","","2.36%"
"02/17/2008","27.91","27.80","28.93","26.61","","-0.25%"
"02/10/2008","27.98","29.56","29.70","26.03","","-1.27%"
"02/03/2008","28.34","26.32","29.79","26.07","","6.62%"
"01/27/2008","26.58","30.63","31.79","23.32","","-11.40%"
"01/20/2008","30.00","25.80","35.36","25.80","","20.92%"
"01/13/2008","24.81","22.49","25.46","21.35","","13.96%"
"01/06/2008","21.77","21.85","22.82","8.81","","2.69%"
"12/30/2007","21.20","17.95","21.42","11.96","","23.83%"
"12/23/2007","17.12","16.88","17.43","16.12","","2.95%"
"12/16/2007","16.63","20.57","21.51","16.55","","-11.87%"
"12/09/2007","18.87","19.42","19.90","17.67","","1.45%"
"12/02/2007","18.60","21.61","22.40","14.58","","-10.96%"
"11/25/2007","20.89","23.85","26.64","18.30","","-13.82%"
"11/18/2007","24.24","24.02","27.75","22.69","","0.75%"
"11/11/2007","24.06","30.48","30.61","22.95","","-20.52%"
"11/04/2007","30.27","22.86","30.90","20.95","","40.73%"
"10/28/2007","21.51","18.73","22.47","17.98","","14.66%"
"10/21/2007","18.76","21.62","22.77","18.16","","3.53%"
"10/14/2007","18.12","17.40","19.70","16.55","","9.03%"
"10/07/2007","16.62","17.77","17.77","14.67","","-3.20%"
"09/30/2007","17.17","19.66","19.88","15.20","","-6.79%"
"09/23/2007","18.42","19.48","20.21","14.95","","-2.18%"
"09/16/2007","18.83","25.60","27.76","17.93","","-23.58%"
"09/09/2007","24.64","26.79","28.34","23.30","","-5.70%"
"09/02/2007","26.13","23.45","26.33","19.30","","12.97%"
"08/26/2007","23.13","23.72","27.86","23.13","","-0.39%"
"08/19/2007","23.22","27.87","27.87","23.22","","-18.87%"
"08/12/2007","28.62","26.58","31.80","26.58","","-0.35%"
"08/05/2007","28.72","24.29","28.72","20.49","","24.11%"
"07/29/2007","23.14","22.71","24.87","21.06","","5.90%"
"07/22/2007","21.85","16.62","22.11","16.62","","30.53%"
"07/15/2007","16.74","16.32","17.33","16.30","","7.24%"
"07/08/2007","15.61","15.79","17.14","15.49","","-1.33%"
"07/01/2007","15.82","16.02","16.41","15.56","","1.35%"
"06/24/2007","15.61","15.90","17.03","15.61","","2.50%"
"06/17/2007","15.23","15.31","15.31","14.46","","4.46%"
"06/10/2007","14.58","16.58","17.34","14.58","","-14.29%"
"06/03/2007","17.01","15.58","17.78","15.58","","14.55%"
"05/27/2007","14.85","15.29","15.74","14.85","","-2.43%"
"05/20/2007","15.22","15.43","15.87","14.91","","0.20%"
"05/13/2007","15.19","17.76","17.76","15.19","","-10.59%"
"05/06/2007","16.99","16.07","16.99","16.07","","7.53%"
"04/29/2007","15.80","17.33","17.33","15.80","","-7.98%"
"04/22/2007","17.17","17.32","17.83","16.97","","2.14%"
"04/15/2007","16.81","15.75","17.58","15.75","","5.72%"
"04/08/2007","15.90","15.20","16.69","15.20","","5.44%"
"04/01/2007","15.08","17.62","17.62","15.08","","-17.10%"
"03/25/2007","18.19","19.07","19.48","18.19","","8.40%"
"03/18/2007","16.78","19.19","19.19","16.78","","-8.51%"
"03/11/2007","18.34","16.92","21.21","16.92","","21.06%"
"03/04/2007","15.15","20.56","20.56","14.54","","-23.17%"
"02/25/2007","19.72","12.51","19.86","12.51","","59.68%"
"02/18/2007","12.35","12.26","12.80","12.26","","-6.30%"
"02/11/2007","13.18","14.66","14.66","13.18","","-0.38%"
"02/04/2007","13.23","14.20","14.20","13.23","","-4.82%"
"01/28/2007","13.90","15.17","15.34","13.90","","-5.95%"
"01/21/2007","14.78","14.57","14.87","13.68","","10.30%"
"01/14/2007","13.40","13.31","14.47","13.31","","3.80%"
"01/07/2007","12.91","15.13","15.70","12.91","","-10.28%"
"12/31/2006","14.39","13.02","14.39","12.97","","-1.57%"
"12/24/2006","14.62","13.79","14.62","13.79","","11.01%"
"12/17/2006","13.17","11.76","13.17","11.76","","22.17%"
"12/10/2006","10.78","11.81","11.81","10.78","","-7.78%"
"12/03/2006","11.69","15.36","15.36","11.69","","-19.10%"
"11/26/2006","14.45","14.12","14.45","13.63","","11.67%"
"11/19/2006","12.94","12.67","12.94","12.09","","-1.60%"
"11/12/2006","13.15","13.80","14.12","13.15","","-6.54%"
"11/05/2006","14.07","13.42","14.25","13.42","","1.30%"
"10/29/2006","13.89","14.44","14.44","13.78","","2.21%"
"10/22/2006","13.59","13.87","13.87","13.49","","-3.07%"
"10/15/2006","14.02","14.13","15.78","14.02","","2.79%"
"10/08/2006","13.64","15.70","15.70","13.59","","-12.40%"
"10/01/2006","15.57","16.91","17.11","15.57","","-5.35%"
"09/24/2006","16.45","17.54","17.54","16.26","","-4.64%"
"09/17/2006","17.25","17.00","17.36","16.50","","4.04%"
"09/10/2006","16.58","18.88","18.88","16.58","","-11.05%"
"09/03/2006","18.64","15.87","19.61","15.87","","20.41%"
"08/27/2006","15.48","15.83","16.35","15.48","","-0.13%"
"08/20/2006","15.50","16.49","16.49","15.50","","-2.88%"
"08/13/2006","15.96","17.69","17.69","15.96","","-12.02%"
"08/06/2006","18.14","19.64","19.99","18.14","","2.95%"
"07/30/2006","17.62","17.47","18.90","17.47","","7.64%"
"07/23/2006","16.37","18.06","18.63","16.37","","-14.16%"
"07/16/2006","19.07","21.55","21.66","19.06","","-7.65%"
"07/09/2006","20.65","17.66","20.65","17.66","","18.27%"
"07/02/2006","17.46","16.64","18.23","16.37","","3.44%"
"06/25/2006","16.88","19.46","19.98","16.88","","-9.05%"
"06/18/2006","18.56","21.18","21.18","18.56","","-14.59%"
"06/11/2006","21.73","22.78","24.89","21.54","","-2.16%"
"06/04/2006","22.21","20.51","24.60","20.51","","12.63%"
"05/28/2006","19.72","19.95","23.10","19.72","","1.75%"
"05/21/2006","19.38","24.90","24.90","19.38","","-3.10%"
"05/14/2006","20.00","17.39","21.02","16.96","","25.79%"
"05/07/2006","15.90","14.02","15.90","13.79","","17.08%"
"04/30/2006","13.58","14.47","15.20","13.58","","-3.14%"
"04/23/2006","14.02","13.88","14.69","13.54","","9.87%"
"04/16/2006","12.76","14.11","14.11","12.76","","-4.13%"
"04/09/2006","13.31","13.26","14.29","13.26","","1.84%"
"04/02/2006","13.07","12.93","13.22","12.93","","1.71%"
"03/26/2006","12.85","13.46","13.61","12.54","","3.13%"
"03/19/2006","12.46","12.74","12.78","12.46","","-0.48%"
"03/12/2006","12.52","12.98","12.98","12.52","","-2.80%"
"03/05/2006","12.88","14.56","14.87","12.88","","-11.48%"
"02/26/2006","14.55","14.02","14.98","14.02","","1.68%"
"02/19/2006","14.31","14.80","15.09","14.31","","-1.04%"
"02/12/2006","14.46","15.76","15.96","14.46","","-6.47%"
"02/05/2006","15.46","16.51","16.51","15.29","","-5.10%"
"01/29/2006","16.29","15.90","16.39","15.90","","8.60%"
"01/22/2006","15.00","15.74","15.74","14.69","","-2.09%"
"01/15/2006","15.32","13.04","15.32","13.04","","18.39%"
"01/08/2006","12.94","13.83","14.12","12.35","","-4.99%"
"01/01/2006","13.62","13.61","14.00","13.61","","-0.44%"
"12/25/2005","13.68","12.49","13.68","12.49","","13.62%"
"12/18/2005","12.04","12.05","12.30","12.04","","4.42%"
"12/11/2005","11.53","13.25","13.25","11.53","","-14.21%"
"12/04/2005","13.44","14.14","14.57","13.44","","1.36%"
"11/27/2005","13.26","13.68","13.71","13.26","","-0.23%"
"11/20/2005","13.29","13.84","13.84","13.22","","-5.88%"
"11/13/2005","14.12","14.76","14.97","14.12","","-1.26%"
"11/06/2005","14.30","14.42","14.57","14.04","","-0.56%"
"10/30/2005","14.38","15.62","15.62","14.27","","-11.45%"
"10/23/2005","16.24","17.24","17.24","15.70","","-1.28%"
"10/16/2005","16.45","15.16","16.99","14.94","","10.18%"
"10/09/2005","14.93","15.85","15.85","14.93","","-6.16%"
"10/02/2005","15.91","13.67","16.14","13.67","","16.39%"
"09/25/2005","13.67","13.48","14.08","13.48","","-3.87%"
"09/18/2005","14.22","13.67","14.63","13.67","","1.72%"
"09/11/2005","13.98","15.06","15.35","13.98","","-5.48%"
"09/04/2005","14.79","14.91","15.56","14.38","","-1.99%"
"08/28/2005","15.09","16.43","16.43","15.09","","-5.92%"
"08/21/2005","16.04","15.26","16.24","15.26","","4.50%"
"08/14/2005","15.35","15.70","16.17","15.35","","0.79%"
"08/07/2005","15.23","14.62","15.23","14.07","","4.17%"
"07/31/2005","14.62","14.11","14.62","13.86","","6.72%"
"07/24/2005","13.70","14.49","14.49","13.70","","-2.70%"
"07/17/2005","14.08","13.25","14.08","12.76","","10.17%"
"07/10/2005","12.78","13.41","13.41","12.78","","2.24%"
"07/03/2005","12.50","12.52","14.88","12.50","","2.88%"
"06/26/2005","12.15","13.47","13.47","12.15","","-4.93%"
"06/19/2005","12.78","12.83","12.83","12.30","","2.40%"
"06/12/2005","12.48","11.99","13.08","11.99","","6.03%"
"06/05/2005","11.77","13.36","13.36","11.77","","-6.51%"
"05/29/2005","12.59","13.24","13.84","12.59","","-4.84%"
"05/22/2005","13.23","13.63","13.71","13.23","","-0.08%"
"05/15/2005","13.24","14.44","14.44","13.02","","-7.02%"
"05/08/2005","14.24","13.91","15.24","13.91","","4.48%"
"05/01/2005","13.63","16.36","16.36","13.63","","-20.06%"
"04/24/2005","17.05","15.31","17.68","15.31","","11.37%"
"04/17/2005","15.31","18.00","18.00","15.31","","18.68%"
"04/10/2005","12.90","10.43","12.90","10.43","","27.47%"
"04/03/2005","10.12","13.35","13.35","10.12","","-17.92%"
"03/27/2005","12.33","12.54","12.98","12.33","","4.58%"
"03/20/2005","11.79","12.26","12.51","11.79","","-2.96%"
"03/13/2005","12.15","12.69","13.19","12.15","","-3.03%"
"03/06/2005","12.53","12.84","13.03","12.53","","-3.47%"
"02/27/2005","12.98","13.00","13.07","12.62","","3.67%"
"02/20/2005","12.52","12.84","13.75","12.52","","-0.40%"
"02/13/2005","12.57","12.71","13.19","12.57","","2.78%"
"02/06/2005","12.23","12.96","12.96","12.23","","1.41%"
"01/30/2005","12.06","12.29","12.49","12.06","","-1.95%"
"01/23/2005","12.30","12.87","12.87","12.21","","0.16%"
"01/16/2005","12.28","12.51","12.71","12.28","","2.68%"
"01/09/2005","11.96","12.81","13.50","11.96","","-7.36%"
"01/02/2005","12.91","13.71","13.91","12.91","","-6.58%"
"12/26/2004","13.82","13.04","13.82","13.02","","11.45%"
"12/19/2004","12.40","12.89","12.89","12.40","","-4.17%"
"12/12/2004","12.94","13.31","13.63","12.94","","-1.97%"
"12/05/2004","13.20","15.28","15.28","13.20","","-12.29%"
"11/28/2004","15.05","15.84","16.57","15.05","","-0.99%"
"11/21/2004","15.20","16.14","16.14","15.16","","-2.06%"
"11/14/2004","15.52","15.68","15.68","15.35","","2.58%"
"11/07/2004","15.13","16.80","16.80","15.13","","-10.42%"
"10/31/2004","16.89","18.81","18.81","16.89","","-9.29%"
"10/24/2004","18.62","20.13","20.13","18.59","","7.75%"
"10/17/2004","17.28","17.54","18.06","16.77","","2.37%"
"10/10/2004","16.88","16.06","17.56","16.06","","4.91%"
"10/03/2004","16.09","17.64","18.05","15.59","","-3.65%"
"09/26/2004","16.70","18.63","18.63","16.70","","-6.23%"
"09/19/2004","17.81","17.68","18.82","17.32","","4.34%"
"09/12/2004","17.07","18.19","18.70","17.07","","-6.92%"
"09/05/2004","18.34","18.96","19.10","18.34","","-4.53%"
"08/29/2004","19.21","20.28","21.05","19.21","","-2.24%"
"08/22/2004","19.65","21.36","21.36","19.65","","-8.99%"
"08/15/2004","21.59","23.80","23.80","21.59","","-12.31%"
"08/08/2004","24.62","25.63","26.03","24.31","","1.90%"
"08/01/2004","24.16","22.32","24.16","21.37","","18.49%"
"07/25/2004","20.39","23.46","23.46","20.39","","-4.23%"
"07/18/2004","21.29","19.66","21.46","18.65","","12.82%"
"07/11/2004","18.87","19.12","20.51","18.87","","12.79%"
"07/04/2004","16.73","20.26","21.47","16.73","","-12.59%"
"06/27/2004","19.14","18.07","19.14","18.07","","5.63%"
"06/20/2004","18.12","18.76","19.74","18.12","","-1.04%"
"06/13/2004","18.31","21.65","21.65","18.31","","-7.57%"
"06/06/2004","19.81","21.69","21.69","19.65","","-6.47%"
"05/30/2004","21.18","23.06","24.71","21.18","","-3.95%"
"05/23/2004","22.05","24.26","24.57","22.05","","-12.15%"
"05/16/2004","25.10","29.20","29.20","24.25","","-4.82%"
"05/09/2004","26.37","28.28","28.28","25.06","","13.57%"
"05/02/2004","23.22","22.62","23.22","20.91","","3.11%"
"04/25/2004","22.52","19.34","22.52","19.34","","21.53%"
"04/18/2004","18.53","20.55","20.55","18.53","","-5.75%"
"04/11/2004","19.66","21.06","22.56","19.66","","-5.93%"
"04/04/2004","20.90","21.37","22.46","20.90","","-4.65%"
"03/28/2004","21.92","23.82","25.09","21.92","","-13.97%"
"03/21/2004","25.48","31.80","31.80","25.48","","-5.59%"
"03/14/2004","26.99","29.24","29.24","24.15","","13.40%"
"03/07/2004","23.80","18.33","23.80","18.33","","27.34%"
"02/29/2004","18.69","19.70","19.70","18.69","","-1.84%"
